,Actual,Forecast
2018-03-01,572.805,
2018-03-02,547.25,
2018-03-03,475.31199999999995,
2018-03-04,367.537,
2018-03-05,312.873,
2018-03-06,297.332,
2018-03-07,303.219,
2018-03-08,334.833,
2018-03-09,289.161,
2018-03-10,248.672,
2018-03-11,262.144,
2018-03-12,241.24599999999998,
2018-03-13,330.741,
2018-03-14,281.362,
2018-03-15,303.301,
2018-03-16,364.25300000000004,
2018-03-17,470.457,
2018-03-18,463.496,
2018-03-19,408.67699999999996,
2018-03-20,350.091,
2018-03-21,336.88,
2018-03-22,335.01,
2018-03-23,328.406,
2018-03-24,251.90099999999998,
2018-03-25,282.499,
2018-03-26,309.76099999999997,
2018-03-27,317.45099999999996,
2018-03-28,336.04699999999997,
2018-03-29,294.714,
2018-03-30,283.87,
2018-03-31,255.199,
2018-04-01,290.177,
2018-04-02,291.881,
2018-04-03,222.94799999999998,
2018-04-04,254.333,
2018-04-05,285.25,
2018-04-06,254.013,
2018-04-07,196.09400000000002,
2018-04-08,177.899,
2018-04-09,179.72099999999998,
2018-04-10,157.661,
2018-04-11,171.34099999999998,
2018-04-12,201.676,
2018-04-13,186.31900000000002,
2018-04-14,195.34799999999998,
2018-04-15,183.305,
2018-04-16,161.033,
2018-04-17,181.81599999999997,
2018-04-18,149.43200000000002,
2018-04-19,119.432,
2018-04-20,122.804,
2018-04-21,140.946,
2018-04-22,143.982,
2018-04-23,162.641,
2018-04-24,161.709,
2018-04-25,203.18599999999998,
2018-04-26,218.422,
2018-04-27,195.856,
2018-04-28,202.373,
2018-04-29,223.472,
2018-04-30,263.198,
2018-05-01,241.609,
2018-05-02,201.532,
2018-05-03,187.955,
2018-05-04,164.773,
2018-05-05,158.113,
2018-05-06,141.461,
2018-05-07,154.773,
2018-05-08,146.34,
2018-05-09,143.09799999999998,
2018-05-10,153.881,
2018-05-11,153.11,
2018-05-12,141.18,
2018-05-13,154.835,
2018-05-14,154.27100000000002,
2018-05-15,139.093,
2018-05-16,158.47799999999998,
2018-05-17,163.447,
2018-05-18,187.899,
2018-05-19,175.761,
2018-05-20,135.539,
2018-05-21,129.43200000000002,
2018-05-22,130.2,
2018-05-23,137.66,
2018-05-24,143.815,
2018-05-25,134.732,
2018-05-26,131.279,
2018-05-27,130.96200000000002,
2018-05-28,143.82399999999998,
2018-05-29,149.491,
2018-05-30,148.618,
2018-05-31,154.88299999999998,
2018-06-01,150.683,
2018-06-02,129.556,
2018-06-03,133.446,
2018-06-04,164.4,
2018-06-05,173.322,
2018-06-06,164.291,
2018-06-07,163.863,
2018-06-08,158.063,
2018-06-09,131.418,
2018-06-10,142.528,
2018-06-11,156.733,
2018-06-12,156.186,
2018-06-13,172.274,
2018-06-14,167.45,
2018-06-15,160.764,
2018-06-16,142.625,
2018-06-17,145.785,
2018-06-18,147.186,
2018-06-19,163.314,
2018-06-20,138.204,
2018-06-21,142.656,
2018-06-22,151.269,
2018-06-23,143.65,
2018-06-24,147.002,
2018-06-25,156.214,
2018-06-26,140.439,
2018-06-27,119.34299999999999,
2018-06-28,117.066,
2018-06-29,117.104,
2018-06-30,126.73899999999999,
2018-07-01,126.12200000000001,
2018-07-02,138.55700000000002,
2018-07-03,137.60299999999998,
2018-07-04,130.52,
2018-07-05,128.918,
2018-07-06,131.187,
2018-07-07,116.693,
2018-07-08,128.227,
2018-07-09,131.303,
2018-07-10,139.987,
2018-07-11,127.118,
2018-07-12,121.971,
2018-07-13,113.70100000000001,
2018-07-14,91.73100000000001,
2018-07-15,113.27,
2018-07-16,124.566,
2018-07-17,111.13600000000001,
2018-07-18,119.493,
2018-07-19,122.43299999999999,
2018-07-20,113.708,
2018-07-21,82.675,
2018-07-22,110.015,
2018-07-23,111.654,
2018-07-24,106.291,
2018-07-25,114.34700000000001,
2018-07-26,119.24,
2018-07-27,112.936,
2018-07-28,99.869,
2018-07-29,116.979,
2018-07-30,127.046,
2018-07-31,118.23,
2018-08-01,118.64200000000001,
2018-08-02,147.08700000000002,
2018-08-03,146.166,
2018-08-04,123.287,
2018-08-05,107.64299999999999,
2018-08-06,125.76100000000001,
2018-08-07,111.72200000000001,
2018-08-08,119.061,
2018-08-09,119.29799999999999,
2018-08-10,131.776,
2018-08-11,133.365,
2018-08-12,129.716,
2018-08-13,124.52,
2018-08-14,121.055,
2018-08-15,114.447,
2018-08-16,121.47399999999999,
2018-08-17,117.59100000000001,
2018-08-18,105.007,
2018-08-19,114.905,
2018-08-20,142.403,
2018-08-21,138.651,
2018-08-22,138.094,
2018-08-23,121.31200000000001,
2018-08-24,127.244,
2018-08-25,105.23100000000001,
2018-08-26,131.972,
2018-08-27,138.37,
2018-08-28,135.463,
2018-08-29,154.42700000000002,
2018-08-30,150.336,
2018-08-31,141.459,
2018-09-01,109.256,
2018-09-02,142.291,
2018-09-03,138.591,
2018-09-04,147.54399999999998,
2018-09-05,143.593,
2018-09-06,146.49,
2018-09-07,136.631,
2018-09-08,132.414,
2018-09-09,146.071,
2018-09-10,145.05700000000002,
2018-09-11,142.30700000000002,
2018-09-12,154.69799999999998,
2018-09-13,147.567,
2018-09-14,137.47,
2018-09-15,143.09,
2018-09-16,150.187,
2018-09-17,148.433,
2018-09-18,140.933,
2018-09-19,137.813,
2018-09-20,124.581,
2018-09-21,159.738,
2018-09-22,170.296,
2018-09-23,194.43900000000002,
2018-09-24,202.74,
2018-09-25,185.61700000000002,
2018-09-26,172.80200000000002,
2018-09-27,155.628,
2018-09-28,182.78900000000002,
2018-09-29,163.487,
2018-09-30,178.39,
2018-10-01,201.03,
2018-10-02,226.232,
2018-10-03,207.03,
2018-10-04,180.827,
2018-10-05,160.632,
2018-10-06,156.80100000000002,
2018-10-07,183.768,
2018-10-08,204.138,
2018-10-09,187.225,
2018-10-10,159.46200000000002,
2018-10-11,149.792,
2018-10-12,140.127,
2018-10-13,130.795,
2018-10-14,149.67600000000002,
2018-10-15,148.716,
2018-10-16,135.907,
2018-10-17,146.641,
2018-10-18,164.59799999999998,
2018-10-19,185.709,
2018-10-20,154.047,
2018-10-21,175.02599999999998,
2018-10-22,177.55900000000003,
2018-10-23,212.52900000000002,
2018-10-24,180.00900000000001,
2018-10-25,195.584,
2018-10-26,219.294,
2018-10-27,252.69400000000002,
2018-10-28,293.281,
2018-10-29,321.578,
2018-10-30,305.663,
2018-10-31,256.443,
2018-11-01,241.143,
2018-11-02,264.152,
2018-11-03,269.638,
2018-11-04,282.207,
2018-11-05,264.874,
2018-11-06,205.215,
2018-11-07,229.886,
2018-11-08,236.77700000000002,
2018-11-09,240.3,
2018-11-10,222.37099999999998,
2018-11-11,237.50900000000001,
2018-11-12,243.703,
2018-11-13,245.92700000000002,
2018-11-14,261.756,
2018-11-15,279.508,
2018-11-16,307.717,
2018-11-17,306.22,
2018-11-18,328.039,
2018-11-19,372.473,
2018-11-20,398.754,
2018-11-21,378.91900000000004,
2018-11-22,376.23199999999997,
2018-11-23,350.25199999999995,
2018-11-24,333.839,
2018-11-25,336.495,
2018-11-26,368.543,
2018-11-27,378.653,
2018-11-28,356.415,
2018-11-29,309.849,
2018-11-30,298.866,
2018-12-01,296.319,
2018-12-02,258.265,
2018-12-03,261.486,
2018-12-04,319.074,
2018-12-05,323.117,
2018-12-06,264.205,
2018-12-07,278.63,
2018-12-08,282.926,
2018-12-09,296.55,
2018-12-10,378.42,
2018-12-11,357.17199999999997,
2018-12-12,381.62,
2018-12-13,411.281,
2018-12-14,415.296,
2018-12-15,416.009,
2018-12-16,389.208,
2018-12-17,355.18,
2018-12-18,353.126,
2018-12-19,324.21,
2018-12-20,328.75,
2018-12-21,287.71,
2018-12-22,279.92900000000003,
2018-12-23,287.54,
2018-12-24,297.7,
2018-12-25,313.871,
2018-12-26,334.778,
2018-12-27,375.42699999999996,
2018-12-28,356.015,
2018-12-29,309.644,
2018-12-30,276.846,
2018-12-31,261.219,
2019-01-01,275.702,
2019-01-02,341.85699999999997,
2019-01-03,342.031,
2019-01-04,340.996,
2019-01-05,313.241,
2019-01-06,308.529,
2019-01-07,318.172,
2019-01-08,341.37800000000004,
2019-01-09,376.32599999999996,
2019-01-10,371.952,
2019-01-11,307.276,
2019-01-12,292.454,
2019-01-13,325.366,
2019-01-14,366.663,
2019-01-15,350.045,
2019-01-16,363.57599999999996,
2019-01-17,403.376,
2019-01-18,421.473,
2019-01-19,422.542,
2019-01-20,430.043,
2019-01-21,444.153,
2019-01-22,469.009,
2019-01-23,456.785,
2019-01-24,461.301,
2019-01-25,409.959,
2019-01-26,311.54900000000004,
2019-01-27,347.63,
2019-01-28,391.649,
2019-01-29,397.355,
2019-01-30,417.836,
2019-01-31,436.875,
2019-02-01,409.185,
2019-02-02,368.161,
2019-02-03,355.74,
2019-02-04,501.913,
2019-02-05,396.726,
2019-02-06,380.61400000000003,
2019-02-07,328.551,
2019-02-08,340.411,
2019-02-09,300.629,
2019-02-10,319.035,
2019-02-11,361.903,
2019-02-12,348.774,
2019-02-13,361.272,
2019-02-14,330.43800000000005,
2019-02-15,295.058,
2019-02-16,267.998,
2019-02-17,262.052,
2019-02-18,276.365,
2019-02-19,296.012,
2019-02-20,296.055,
2019-02-21,295.626,
2019-02-22,273.15,
2019-02-23,249.877,
2019-02-24,265.061,
2019-02-25,272.295,
2019-02-26,257.629,
2019-02-27,236.78099999999998,
2019-02-28,267.193,
2019-03-01,306.241,
2019-03-02,251.01,
2019-03-03,257.70599999999996,
2019-03-04,314.832,
2019-03-05,303.072,
2019-03-06,298.51599999999996,
2019-03-07,292.363,
2019-03-08,288.418,
2019-03-09,291.6,
2019-03-10,324.457,
2019-03-11,357.574,
2019-03-12,343.56800000000004,
2019-03-13,360.004,
2019-03-14,328.207,
2019-03-15,293.742,
2019-03-16,278.57099999999997,
2019-03-17,284.877,
2019-03-18,322.151,
2019-03-19,297.474,
2019-03-20,285.96,
2019-03-21,263.705,
2019-03-22,229.023,
2019-03-23,238.641,
2019-03-24,242.543,
2019-03-25,298.775,
2019-03-26,295.675,
2019-03-27,271.052,
2019-03-28,273.063,
2019-03-29,223.733,
2019-03-30,184.989,
2019-03-31,222.935,
2019-04-01,251.69,
2019-04-02,248.85299999999998,
2019-04-03,282.53,
2019-04-04,288.825,
2019-04-05,259.789,
2019-04-06,214.575,
2019-04-07,173.37900000000002,
2019-04-08,201.26,
2019-04-09,218.577,
2019-04-10,264.347,
2019-04-11,268.26599999999996,
2019-04-12,306.252,
2019-04-13,284.508,
2019-04-14,269.86400000000003,
2019-04-15,232.726,
2019-04-16,215.653,
2019-04-17,200.35,
2019-04-18,166.447,
2019-04-19,155.02,
2019-04-20,137.023,
2019-04-21,135.289,
2019-04-22,140.63299999999998,
2019-04-23,159.17,
2019-04-24,157.518,
2019-04-25,170.109,
2019-04-26,174.80700000000002,
2019-04-27,187.192,
2019-04-28,205.915,
2019-04-29,217.335,
2019-04-30,230.298,
2019-05-01,227.09400000000002,
2019-05-02,241.52700000000002,
2019-05-03,240.764,
2019-05-04,240.09400000000002,
2019-05-05,248.415,
2019-05-06,284.265,
2019-05-07,250.507,
2019-05-08,251.13299999999998,
2019-05-09,221.77599999999998,
2019-05-10,211.59099999999998,
2019-05-11,188.75400000000002,
2019-05-12,197.73,
2019-05-13,220.697,
2019-05-14,214.826,
2019-05-15,198.94400000000002,
2019-05-16,195.77,
2019-05-17,195.775,
2019-05-18,197.894,
2019-05-19,147.299,
2019-05-20,195.645,
2019-05-21,208.62,
2019-05-22,178.61900000000003,
2019-05-23,175.136,
2019-05-24,155.403,
2019-05-25,129.018,
2019-05-26,138.842,
2019-05-27,177.553,
2019-05-28,185.521,
2019-05-29,172.06900000000002,
2019-05-30,154.821,
2019-05-31,146.231,
2019-06-01,136.82299999999998,
2019-06-02,120.068,
2019-06-03,163.872,
2019-06-04,151.862,
2019-06-05,155.435,
2019-06-06,172.109,
2019-06-07,152.033,
2019-06-08,153.975,
2019-06-09,138.358,
2019-06-10,141.822,
2019-06-11,165.28400000000002,
2019-06-12,172.438,
2019-06-13,165.092,
2019-06-14,148.516,
2019-06-15,138.093,
2019-06-16,127.751,
2019-06-17,129.78799999999998,
2019-06-18,148.17700000000002,
2019-06-19,161.984,
2019-06-20,167.63,
2019-06-21,167.613,
2019-06-22,152.096,
2019-06-23,140.342,
2019-06-24,159.121,
2019-06-25,165.487,
2019-06-26,160.107,
2019-06-27,169.05,
2019-06-28,170.858,
2019-06-29,151.06799999999998,
2019-06-30,143.059,
2019-07-01,157.374,
2019-07-02,167.485,
2019-07-03,169.206,
2019-07-04,137.849,
2019-07-05,129.58100000000002,
2019-07-06,128.446,
2019-07-07,135.161,
2019-07-08,146.892,
2019-07-09,149.632,
2019-07-10,149.893,
2019-07-11,127.23700000000001,
2019-07-12,130.498,
2019-07-13,118.852,
2019-07-14,130.714,
2019-07-15,137.139,
2019-07-16,142.237,
2019-07-17,129.644,
2019-07-18,127.42399999999999,
2019-07-19,122.613,
2019-07-20,118.089,
2019-07-21,123.476,
2019-07-22,120.34200000000001,
2019-07-23,108.696,
2019-07-24,103.02,
2019-07-25,101.985,
2019-07-26,102.42200000000001,
2019-07-27,102.081,
2019-07-28,116.902,
2019-07-29,110.62100000000001,
2019-07-30,108.068,
2019-07-31,104.67,
2019-08-01,109.398,
2019-08-02,109.259,
2019-08-03,107.229,
2019-08-04,109.29899999999999,
2019-08-05,113.061,
2019-08-06,118.37200000000001,
2019-08-07,115.30799999999999,
2019-08-08,113.065,
2019-08-09,105.976,
2019-08-10,113.071,
2019-08-11,122.81700000000001,
2019-08-12,132.80200000000002,
2019-08-13,129.252,
2019-08-14,128.467,
2019-08-15,138.17,
2019-08-16,114.845,
2019-08-17,131.07,
2019-08-18,127.307,
2019-08-19,146.958,
2019-08-20,145.555,
2019-08-21,142.86700000000002,
2019-08-22,142.722,
2019-08-23,135.025,
2019-08-24,119.29899999999999,
2019-08-25,123.152,
2019-08-26,127.03299999999999,
2019-08-27,123.51899999999999,
2019-08-28,129.32299999999998,
2019-08-29,137.34,
2019-08-30,129.259,
2019-08-31,113.524,
2019-09-01,137.234,
2019-09-02,145.834,
2019-09-03,149.548,
2019-09-04,147.855,
2019-09-05,155.167,
2019-09-06,158.056,
2019-09-07,140.876,
2019-09-08,144.526,
2019-09-09,165.15099999999998,
2019-09-10,158.649,
2019-09-11,165.484,
2019-09-12,145.502,
2019-09-13,142.486,
2019-09-14,129.77100000000002,
2019-09-15,148.297,
2019-09-16,161.033,
2019-09-17,163.04399999999998,
2019-09-18,176.25599999999997,
2019-09-19,152.519,
2019-09-20,155.515,
2019-09-21,130.41899999999998,
2019-09-22,132.938,
2019-09-23,138.128,
2019-09-24,139.178,
2019-09-25,141.814,
2019-09-26,149.026,
2019-09-27,138.278,
2019-09-28,143.594,
2019-09-29,162.955,
2019-09-30,170.207,
2019-10-01,160.122,
2019-10-02,187.774,
2019-10-03,195.567,
2019-10-04,211.826,
2019-10-05,193.67700000000002,
2019-10-06,239.628,
2019-10-07,231.33700000000002,
2019-10-08,203.857,
2019-10-09,221.613,
2019-10-10,201.47099999999998,
2019-10-11,200.83,
2019-10-12,191.368,
2019-10-13,161.35299999999998,
2019-10-14,175.02,
2019-10-15,176.037,
2019-10-16,186.899,
2019-10-17,176.054,
2019-10-18,184.075,
2019-10-19,192.33,
2019-10-20,204.53400000000002,
2019-10-21,208.69099999999997,
2019-10-22,203.268,
2019-10-23,198.22400000000002,
2019-10-24,172.99,
2019-10-25,176.265,
2019-10-26,169.36599999999999,
2019-10-27,218.59099999999998,
2019-10-28,237.49,
2019-10-29,248.31400000000002,
2019-10-30,286.67900000000003,
2019-10-31,296.938,
2019-11-01,258.212,
2019-11-02,205.37900000000002,
2019-11-03,210.16299999999998,
2019-11-04,227.16099999999997,
2019-11-05,240.791,
2019-11-06,237.046,
2019-11-07,268.91900000000004,
2019-11-08,269.003,
2019-11-09,274.597,
2019-11-10,287.443,
2019-11-11,312.996,
2019-11-12,323.889,
2019-11-13,310.978,
2019-11-14,303.981,
2019-11-15,327.82099999999997,
2019-11-16,295.06,
2019-11-17,299.079,
2019-11-18,310.154,
2019-11-19,334.20099999999996,
2019-11-20,350.10699999999997,
2019-11-21,353.656,
2019-11-22,298.123,
2019-11-23,315.19599999999997,
2019-11-24,284.656,
2019-11-25,291.245,
2019-11-26,257.797,
2019-11-27,257.33299999999997,
2019-11-28,283.928,
2019-11-29,309.32099999999997,
2019-11-30,321.777,
2019-12-01,357.94199999999995,
2019-12-02,341.463,
2019-12-03,331.291,
2019-12-04,362.168,
2019-12-05,366.974,
2019-12-06,341.189,
2019-12-07,273.35200000000003,
2019-12-08,283.82099999999997,
2019-12-09,337.36300000000006,
2019-12-10,353.542,
2019-12-11,339.659,
2019-12-12,326.894,
2019-12-13,340.026,
2019-12-14,320.89799999999997,
2019-12-15,313.241,
2019-12-16,333.147,
2019-12-17,294.728,
2019-12-18,286.60200000000003,
2019-12-19,263.33099999999996,
2019-12-20,267.26099999999997,
2019-12-21,282.628,
2019-12-22,281.062,
2019-12-23,296.914,
2019-12-24,283.85200000000003,
2019-12-25,278.388,
2019-12-26,302.928,
2019-12-27,328.184,
2019-12-28,355.095,
2019-12-29,369.45099999999996,
2019-12-30,348.284,
2019-12-31,325.091,
2020-01-01,352.037,
2020-01-02,346.416,
2020-01-03,316.47,
2020-01-04,313.224,
2020-01-05,295.117,
2020-01-06,319.323,
2020-01-07,307.654,
2020-01-08,285.532,
2020-01-09,252.293,
2020-01-10,299.01099999999997,
2020-01-11,305.748,
2020-01-12,314.35400000000004,
2020-01-13,298.807,
2020-01-14,286.32,
2020-01-15,308.82599999999996,
2020-01-16,301.133,
2020-01-17,311.248,
2020-01-18,330.251,
2020-01-19,340.102,
2020-01-20,363.164,
2020-01-21,379.351,
2020-01-22,356.30199999999996,
2020-01-23,344.539,
2020-01-24,370.43800000000005,
2020-01-25,366.539,
2020-01-26,305.694,
2020-01-27,315.92400000000004,
2020-01-28,343.336,
2020-01-29,353.39300000000003,
2020-01-30,306.017,
2020-01-31,271.887,
2020-02-01,265.881,
2020-02-02,275.601,
2020-02-03,295.563,
2020-02-04,350.92699999999996,
2020-02-05,333.565,
2020-02-06,333.334,
2020-02-07,314.52099999999996,
2020-02-08,289.88599999999997,
2020-02-09,294.056,
2020-02-10,329.869,
2020-02-11,363.55300000000005,
2020-02-12,365.092,
2020-02-13,361.384,
2020-02-14,292.319,
2020-02-15,259.983,
2020-02-16,259.751,
2020-02-17,301.263,
2020-02-18,317.764,
2020-02-19,324.93,
2020-02-20,314.155,
2020-02-21,316.23,
2020-02-22,294.303,
2020-02-23,304.257,
2020-02-24,321.35900000000004,
2020-02-25,318.57599999999996,
2020-02-26,347.98,
2020-02-27,368.46,
2020-02-28,327.85699999999997,
2020-02-29,300.79900000000004,
2020-03-01,315.842,
2020-03-02,342.494,
2020-03-03,303.188,
2020-03-04,293.26599999999996,
2020-03-05,314.643,
2020-03-06,317.159,
2020-03-07,256.278,
2020-03-08,292.204,
2020-03-09,276.72700000000003,
2020-03-10,282.409,
2020-03-11,235.218,
2020-03-12,280.433,
2020-03-13,311.76,
2020-03-14,249.315,
2020-03-15,267.341,
2020-03-16,260.11400000000003,
2020-03-17,241.886,
2020-03-18,240.44400000000002,
2020-03-19,248.91099999999997,
2020-03-20,282.405,
2020-03-21,290.358,
2020-03-22,289.27299999999997,
2020-03-23,311.263,
2020-03-24,287.741,
2020-03-25,272.107,
2020-03-26,271.665,
2020-03-27,237.171,
2020-03-28,229.74400000000003,
2020-03-29,297.63599999999997,
2020-03-30,323.811,
2020-03-31,277.82099999999997,
2020-04-01,,213.7754688166506
2020-04-02,,210.89114045657362
2020-04-03,,208.01362882820783
2020-04-04,,205.14518678236465
2020-04-05,,202.2880506079647
2020-04-06,,199.4444359673369
2020-04-07,,196.61653388172613
2020-04-08,,193.8065067767959
2020-04-09,,191.01648459770172
2020-04-10,,188.24856100316777
2020-04-11,,185.50478964779018
2020-04-12,,182.78718056153798
2020-04-13,,180.09769663520407
2020-04-14,,177.4382502202586
2020-04-15,,174.81069985127667
2020-04-16,,172.21684709877704
2020-04-17,,169.65843356000363
2020-04-18,,167.1371379947758
2020-04-19,,164.65457361321427
2020-04-20,,162.21228552170294
2020-04-21,,159.8117483330811
2020-04-22,,157.45436394660845
2020-04-23,,155.14145950282094
2020-04-24,,152.8742855179305
2020-04-25,,150.6540142019814
2020-04-26,,148.48173796447105
2020-04-27,,146.35846811068146
2020-04-28,,144.28513373147666
2020-04-29,,142.26258078880272
2020-04-30,,140.29157139864543
2020-05-01,,138.37278331268163
2020-05-02,,136.50680959934363
2020-05-03,,134.69415852452528
2020-05-04,,132.93525363161476
2020-05-05,,131.230434020051
2020-05-06,,129.57995482109152
2020-05-07,,127.98398786895308
2020-05-08,,126.442622565009
2020-05-09,,124.95586693223163
2020-05-10,,123.52364885655928
2020-05-11,,122.14581751143044
2020-05-12,,120.82214496121765
2020-05-13,,119.55232793887754
2020-05-14,,118.33598979266799
2020-05-15,,117.17268259636032
2020-05-16,,116.06188941696422
2020-05-17,,115.00302673359494
2020-05-18,,113.99544700070786
2020-05-19,,113.03844134858804
2020-05-20,,112.13124241363477
2020-05-21,,111.27302729064246
2020-05-22,,110.46292059900418
2020-05-23,,109.6999976544578
2020-05-24,,108.98328773775171
2020-05-25,,108.31177745137768
2020-05-26,,107.68441415528042
2020-05-27,,107.10010947230307
2020-05-28,,106.55774285392872
2020-05-29,,106.05616519677216
2020-05-30,,105.59420250013625
2020-05-31,,105.17065955488431
2020-06-01,,104.78432365379689
2020-06-02,,104.43396831356696
2020-06-03,,104.11835699856346
2020-06-04,,103.836246836514
2020-06-05,,103.58639231630954
2020-06-06,,103.36754895818558
2020-06-07,,103.17847694664681
2020-06-08,,103.01794471661077
2020-06-09,,102.88473248339267
2020-06-10,,102.77763570732674
2020-06-11,,102.69546848401205
2020-06-12,,102.63706685138379
2020-06-13,,102.60129200505747
2020-06-14,,102.58703341365361
2020-06-15,,102.59321182609074
2020-06-16,,102.61878216315122
2020-06-17,,102.66273628593461
2020-06-18,,102.72410563417014
2020-06-19,,102.80196372771775
2020-06-20,,102.89542852496541
2020-06-21,,103.00366463223102
2020-06-22,,103.12588535868488
2020-06-23,,103.26135461173627
2020-06-24,,103.40938862826513
2020-06-25,,103.56935753753146
2020-06-26,,103.74068675205297
2020-06-27,,103.92285818321437
2020-06-28,,104.11541127884828
2020-06-29,,104.3179438805123
2020-06-30,,104.53011289867834
2020-07-01,,104.75163480454233
2020-07-02,,104.98228593766336
2020-07-03,,105.22190262913483
2020-07-04,,105.4703811404953
2020-07-05,,105.72767741907768
2020-07-06,,105.99380667099683
2020-07-07,,106.26884275346362
2020-07-08,,106.55291738859776
2020-07-09,,106.84621920139824
2020-07-10,,107.14899258499639
2020-07-11,,107.46153639677902
2020-07-12,,107.78420248943024
2020-07-13,,108.11739408137251
2020-07-14,,108.46156397151964
2020-07-15,,108.8172126036767
2020-07-16,,109.18488598631018
2020-07-17,,109.56517347380347
2020-07-18,,109.95870541568627
2020-07-19,,110.36615068065919
2020-07-20,,110.78821406258663
2020-07-21,,111.22563357592799
2020-07-22,,111.67917764836983
2020-07-23,,112.14964221870193
2020-07-24,,112.63784774821642
2020-07-25,,113.14463615413558
2020-07-26,,113.67086767378484
2020-07-27,,114.21741766839864
2020-07-28,,114.785173375596
2020-07-29,,115.37503061971194
2020-07-30,,115.98789048924417
2020-07-31,,116.62465599079258
2020-08-01,,117.28622868888351
2020-08-02,,117.97350534113625
2020-08-03,,118.68737453819884
2020-08-04,,119.42871335788965
2020-08-05,,120.19838404290306
2020-08-06,,120.99723071139096
2020-08-07,,121.82607610961821
2020-08-08,,122.68571841576181
2020-08-09,,123.57692810380297
2020-08-10,,124.50044487625115
2020-08-11,,125.45697467428093
2020-08-12,,126.44718677361882
2020-08-13,,127.4717109742842
2020-08-14,,128.53113489203304
2020-08-15,,129.62600135906132
2020-08-16,,130.75680594121997
2020-08-17,,131.92399457867376
2020-08-18,,133.12796135660412
2020-08-19,,134.36904641216742
2020-08-20,,135.64753398358516
2020-08-21,,136.96365060680597
2020-08-22,,138.3175634648137
2020-08-23,,139.70937889421018
2020-08-24,,141.13914105326904
2020-08-25,,142.60683075523536
2020-08-26,,144.1123644701687
2020-08-27,,145.6555934981707
2020-08-28,,147.2363033163829
2020-08-29,,148.85421310164793
2020-08-30,,150.50897543024536
2020-08-31,,152.200176155654
2020-09-01,,153.9273344647653
2020-09-02,,155.68990311252972
2020-09-03,,157.48726883448606
2020-09-04,,159.31875293618174
2020-09-05,,161.18361205796498
2020-09-06,,163.08103911319625
2020-09-07,,165.01016439740806
2020-09-08,,166.970056865517
2020-09-09,,168.95972557370726
2020-09-10,,170.97812128215722
2020-09-11,,173.02413821436622
2020-09-12,,175.09661596837495
2020-09-13,,177.19434157479472
2020-09-14,,179.31605169613943
2020-09-15,,181.46043496156864
2020-09-16,,183.62613443079988
2020-09-17,,185.81175018057974
2020-09-18,,188.01584200677
2020-09-19,,190.2369322347991
2020-09-20,,192.4735086309376
2020-09-21,,194.7240274065584
2020-09-22,,196.98691630732557
2020-09-23,,199.26057777898495
2020-09-24,,201.54339220125811
2020-09-25,,203.83372118113388
2020-09-26,,206.12991089668617
2020-09-27,,208.43029548243396
2020-09-28,,210.7332004471249
2020-09-29,,213.03694611473296
2020-09-30,,215.339851079423
2020-10-01,,217.64023566517153
2020-10-02,,219.9364253807232
2020-10-03,,222.22675436059896
2020-10-04,,224.50956878287212
2020-10-05,,226.78323025453062
2020-10-06,,229.0461191552978
2020-10-07,,231.29663793091947
2020-10-08,,233.53321432705724
2020-10-09,,235.7543045550869
2020-10-10,,237.9583963812771
2020-10-11,,240.1440121310572
2020-10-12,,242.30971160028918
2020-10-13,,244.45409486571756
2020-10-14,,246.57580498706227
2020-10-15,,248.6735305934829
2020-10-16,,250.74600834749089
2020-10-17,,252.79202527969989
2020-10-18,,254.8104209881498
2020-10-19,,256.80008969634
2020-10-20,,258.75998216444907
2020-10-21,,260.6891074486609
2020-10-22,,262.58653450389136
2020-10-23,,264.45139362567534
2020-10-24,,266.28287772737036
2020-10-25,,268.08024344932744
2020-10-26,,269.84281209709184
2020-10-27,,271.5699704062031
2020-10-28,,273.2611711316118
2020-10-29,,274.9159334602099
2020-10-30,,276.5338432454742
2020-10-31,,278.11455306368714
2020-11-01,,279.6577820916892
2020-11-02,,281.16331580662177
2020-11-03,,282.63100550858877
2020-11-04,,284.06076766764704
2020-11-05,,285.4525830970435
2020-11-06,,286.80649595505116
2020-11-07,,288.12261257827134
2020-11-08,,289.40110014968906
2020-11-09,,290.6421852052532
2020-11-10,,291.84615198318284
2020-11-11,,293.0133406206372
2020-11-12,,294.1441452027958
2020-11-13,,295.2390116698242
2020-11-14,,296.2984355875737
2020-11-15,,297.3229597882382
2020-11-16,,298.31317188757623
2020-11-17,,299.2697016856066
2020-11-18,,300.19321845805433
2020-11-19,,301.0844281460954
2020-11-20,,301.944070452239
2020-11-21,,302.77291585046623
2020-11-22,,303.57176251895436
2020-11-23,,304.34143320396777
2020-11-24,,305.08277202365787
2020-11-25,,305.79664122072097
2020-11-26,,306.4839178729733
2020-11-27,,307.1454905710648
2020-11-28,,307.782256072613
2020-11-29,,308.39511594214525
2020-11-30,,308.9849731862612
2020-12-01,,309.5527288934593
2020-12-02,,310.0992788880725
2020-12-03,,310.62551040772206
2020-12-04,,311.1322988136412
2020-12-05,,311.62050434315546
2020-12-06,,312.090968913488
2020-12-07,,312.54451298592915
2020-12-08,,312.9819324992701
2020-12-09,,313.40399588119806
2020-12-10,,313.81144114617075
2020-12-11,,314.2049730880534
2020-12-12,,314.5852605755471
2020-12-13,,314.95293395818027
2020-12-14,,315.30858259033783
